Record_ID,Voltage,Current,Frequency,Fault_Type,Asset_Type,Asset_ID,Severity,Confidence,Fault_Label
2738,241.13,39.99,49.67,Overload,Transformer,T-104,Critical,94.17,1
2739,241.17,21.62,50.37,Overload,Transformer,T-104,Critical,94.87,1
2740,250.18,34.05,50.06,Overload,Transformer,T-104,Critical,94.82,1
2741,245.75,30.47,49.99,Overload,Transformer,T-104,Critical,90.83,1
2742,274.57,23.32,49.65,Overload,Transformer,T-104,Critical,92.62,1
2743,262.87,23.89,49.89,Overload,Transformer,T-104,Critical,95.57,1
2744,242.33,33.37,50.24,Overload,Transformer,T-104,Critical,91.59,1
2745,276.88,34.73,49.96,Overload,Transformer,T-104,Critical,92.55,1
2746,264.63,31.84,50.38,Overload,Transformer,T-104,Critical,90.86,1
2747,244.99,24.28,49.54,Overload,Transformer,T-104,Critical,88.34,1
2748,273.5,33.57,50.16,Overload,Transformer,T-104,Critical,92.92,1
2749,272.46,29.61,50.37,Overload,Transformer,T-104,Critical,90.88,1
2750,276.34,33.97,49.76,Overload,Transformer,T-104,Critical,92.51,1
2751,256.65,22.76,50.09,Overload,Transformer,T-104,Critical,90.52,1
2752,232.62,38.97,50.14,Overload,Transformer,T-104,Critical,95.02,1
2753,263.8,27.14,50.01,Overload,Transformer,T-104,Critical,93.41,1
2754,278.01,25.07,50.37,Overload,Transformer,T-104,Critical,95.39,1
2755,263.52,38.63,49.9,Overload,Transformer,T-104,Critical,95.62,1
2756,265.14,20.84,50.41,Overload,Transformer,T-104,Critical,91.88,1
2757,253.02,31.33,49.65,Overload,Transformer,T-104,Critical,91.75,1
2758,271.56,20.31,49.77,Overload,Transformer,T-104,Critical,88.02,1
2759,250.79,34.57,50.3,Overload,Transformer,T-104,Critical,95.56,1
2760,260.43,25.09,50.42,Overload,Transformer,T-104,Critical,94.2,1
2761,258.72,33.91,50.42,Overload,Transformer,T-104,Critical,93.7,1
2762,248.42,34.26,49.54,Overload,Transformer,T-104,Critical,91.09,1
2763,250.32,23.34,49.52,Overload,Transformer,T-104,Critical,89.07,1
2764,262.73,36.05,50.49,Overload,Transformer,T-104,Critical,90.77,1
2765,259.97,38.74,49.67,Overload,Transformer,T-104,Critical,93.74,1
2766,267.75,21.78,50.36,Overload,Transformer,T-104,Critical,94.5,1
2767,231.67,21.82,49.55,Overload,Transformer,T-104,Critical,90.68,1
2768,255.46,30.65,49.77,Overload,Transformer,T-104,Critical,95.29,1
2769,248.41,20.91,49.8,Overload,Transformer,T-104,Critical,92.25,1
2770,250.41,25.48,49.63,Overload,Transformer,T-104,Critical,94.55,1
2771,279.81,26.59,49.88,Overload,Transformer,T-104,Critical,92.94,1
2772,265.92,27.84,50.4,Overload,Transformer,T-104,Critical,92.48,1
2773,252.52,32.93,50.45,Overload,Transformer,T-104,Critical,94.36,1
2774,232.0,26.65,49.97,Overload,Transformer,T-104,Critical,90.52,1
2775,265.01,36.53,50.23,Overload,Transformer,T-104,Critical,95.91,1
2776,243.63,37.5,50.27,Overload,Transformer,T-104,Critical,90.9,1
2777,266.71,22.08,50.29,Overload,Transformer,T-104,Critical,92.26,1
2778,244.61,33.12,50.14,Overload,Transformer,T-104,Critical,89.68,1
2779,231.52,28.67,50.07,Overload,Transformer,T-104,Critical,95.01,1
2780,276.41,30.58,50.25,Overload,Transformer,T-104,Critical,91.51,1
2781,267.3,24.1,49.87,Overload,Transformer,T-104,Critical,93.07,1
2782,230.91,34.45,50.34,Overload,Transformer,T-104,Critical,91.19,1
2783,252.4,37.03,50.28,Overload,Transformer,T-104,Critical,90.31,1
2784,246.2,33.58,50.06,Overload,Transformer,T-104,Critical,89.3,1
2785,245.5,38.0,50.19,Overload,Transformer,T-104,Critical,95.89,1
2786,268.35,38.84,49.72,Overload,Transformer,T-104,Critical,94.17,1
2787,231.01,33.42,49.97,Overload,Transformer,T-104,Critical,90.77,1
2788,273.12,37.09,49.52,Overload,Transformer,T-104,Critical,92.88,1
2789,248.39,28.31,50.33,Overload,Transformer,T-104,Critical,90.48,1
2790,277.15,23.59,50.16,Overload,Transformer,T-104,Critical,93.38,1
2791,242.61,26.5,50.33,Overload,Transformer,T-104,Critical,94.09,1
2792,246.45,30.68,49.56,Overload,Transformer,T-104,Critical,89.67,1
2793,254.29,21.72,50.34,Overload,Transformer,T-104,Critical,93.74,1
2794,277.18,33.87,50.44,Overload,Transformer,T-104,Critical,92.44,1
2795,260.01,39.54,50.14,Overload,Transformer,T-104,Critical,88.25,1
2796,266.19,38.11,50.3,Overload,Transformer,T-104,Critical,92.67,1
2797,263.57,39.8,49.59,Overload,Transformer,T-104,Critical,93.34,1
2798,244.17,32.8,50.11,Overload,Transformer,T-104,Critical,89.23,1
2799,240.34,32.43,49.63,Overload,Transformer,T-104,Critical,90.12,1
2800,271.76,26.54,49.99,Overload,Transformer,T-104,Critical,95.53,1
2801,241.36,27.79,50.11,Overload,Transformer,T-104,Critical,94.04,1
2802,275.08,38.31,50.28,Overload,Transformer,T-104,Critical,89.83,1
2803,231.24,27.68,49.64,Overload,Transformer,T-104,Critical,93.68,1
2804,263.06,20.88,50.34,Overload,Transformer,T-104,Critical,89.99,1
2805,251.61,33.36,49.93,Overload,Transformer,T-104,Critical,91.53,1
2806,233.28,28.03,50.26,Overload,Transformer,T-104,Critical,95.32,1
2807,250.67,28.47,50.2,Overload,Transformer,T-104,Critical,95.54,1
2808,243.35,28.8,50.3,Overload,Transformer,T-104,Critical,92.88,1
2809,235.53,32.55,49.69,Overload,Transformer,T-104,Critical,92.08,1
2810,256.46,37.52,49.96,Overload,Transformer,T-104,Critical,90.24,1
2811,241.55,37.49,49.67,Overload,Transformer,T-104,Critical,91.41,1
2812,239.36,35.47,49.97,Overload,Transformer,T-104,Critical,90.81,1
2813,248.05,37.04,50.05,Overload,Transformer,T-104,Critical,93.74,1
2814,274.85,38.03,49.83,Overload,Transformer,T-104,Critical,95.62,1
2815,231.24,27.54,50.4,Overload,Transformer,T-104,Critical,90.2,1
2816,243.65,26.05,50.11,Overload,Transformer,T-104,Critical,91.51,1
2817,266.34,37.9,50.17,Overload,Transformer,T-104,Critical,89.64,1
2818,276.63,25.29,49.65,Overload,Transformer,T-104,Critical,88.72,1
2819,258.17,22.28,49.64,Overload,Transformer,T-104,Critical,90.4,1
2820,244.08,32.08,50.32,Overload,Transformer,T-104,Critical,94.09,1
2821,243.12,24.91,50.47,Overload,Transformer,T-104,Critical,88.07,1
2822,273.99,23.99,50.45,Overload,Transformer,T-104,Critical,90.74,1
2823,252.02,34.14,50.09,Overload,Transformer,T-104,Critical,90.54,1
2824,257.69,34.61,49.54,Overload,Transformer,T-104,Critical,88.09,1
2825,252.9,22.64,50.16,Overload,Transformer,T-104,Critical,89.71,1
2826,251.64,23.95,50.05,Overload,Transformer,T-104,Critical,88.93,1
2827,231.16,21.02,50.45,Overload,Transformer,T-104,Critical,89.14,1
2828,265.42,21.36,49.61,Overload,Transformer,T-104,Critical,92.07,1
2829,253.24,39.03,50.44,Overload,Transformer,T-104,Critical,94.24,1
2830,260.11,29.1,49.86,Overload,Transformer,T-104,Critical,95.58,1
2831,260.15,31.58,49.73,Overload,Transformer,T-104,Critical,88.37,1
2832,277.26,26.27,49.94,Overload,Transformer,T-104,Critical,88.92,1
2833,271.85,20.55,50.33,Overload,Transformer,T-104,Critical,89.12,1
2834,274.33,34.6,49.66,Overload,Transformer,T-104,Critical,92.53,1
2835,245.63,23.56,50.36,Overload,Transformer,T-104,Critical,91.23,1
2836,249.93,23.4,49.88,Overload,Transformer,T-104,Critical,94.97,1
2837,248.16,39.03,50.45,Overload,Transformer,T-104,Critical,89.16,1
2838,238.87,37.25,49.89,Overload,Transformer,T-104,Critical,88.03,1
2839,243.69,31.95,50.3,Overload,Transformer,T-104,Critical,89.07,1
2840,235.53,38.44,50.25,Overload,Transformer,T-104,Critical,92.72,1
2841,268.46,28.58,50.26,Overload,Transformer,T-104,Critical,90.97,1
2842,242.2,34.58,49.92,Overload,Transformer,T-104,Critical,95.85,1
2843,247.47,38.43,50.43,Overload,Transformer,T-104,Critical,89.93,1
2844,269.91,28.66,50.42,Overload,Transformer,T-104,Critical,91.6,1
2845,267.22,29.34,49.73,Overload,Transformer,T-104,Critical,89.59,1
2846,251.27,35.11,50.11,Overload,Transformer,T-104,Critical,93.51,1
2847,244.12,29.63,49.54,Overload,Transformer,T-104,Critical,94.54,1
2848,279.49,28.14,49.51,Overload,Transformer,T-104,Critical,89.36,1
2849,262.63,32.24,50.29,Overload,Transformer,T-104,Critical,90.03,1
2850,268.18,33.76,49.82,Overload,Transformer,T-104,Critical,92.36,1
2851,237.36,29.05,50.38,Overload,Transformer,T-104,Critical,91.37,1
2852,271.98,31.81,49.69,Overload,Transformer,T-104,Critical,92.65,1
2853,255.3,27.97,49.62,Overload,Transformer,T-104,Critical,91.33,1
2854,233.64,21.98,49.92,Overload,Transformer,T-104,Critical,90.44,1
2855,276.28,27.51,50.26,Overload,Transformer,T-104,Critical,92.24,1
2856,265.2,25.2,50.44,Overload,Transformer,T-104,Critical,92.24,1
2857,271.57,27.3,49.6,Overload,Transformer,T-104,Critical,93.39,1
2858,230.39,29.51,49.69,Overload,Transformer,T-104,Critical,93.02,1
2859,278.97,29.29,50.32,Overload,Transformer,T-104,Critical,92.06,1
2860,254.79,38.61,50.39,Overload,Transformer,T-104,Critical,94.29,1
2861,244.81,30.9,49.72,Overload,Transformer,T-104,Critical,91.55,1
2862,254.21,36.63,50.4,Overload,Transformer,T-104,Critical,91.32,1
2863,230.89,37.24,49.67,Overload,Transformer,T-104,Critical,92.98,1
2864,231.25,27.99,50.49,Overload,Transformer,T-104,Critical,88.81,1
2865,251.18,26.14,50.41,Overload,Transformer,T-104,Critical,94.95,1
2866,241.88,21.62,50.13,Overload,Transformer,T-104,Critical,90.69,1
2867,263.6,20.64,49.63,Overload,Transformer,T-104,Critical,93.49,1
2868,240.62,37.15,49.56,Overload,Transformer,T-104,Critical,89.72,1
2869,279.93,28.66,50.2,Overload,Transformer,T-104,Critical,89.46,1
2870,260.49,34.52,49.81,Overload,Transformer,T-104,Critical,94.63,1
2871,260.17,27.78,50.06,Overload,Transformer,T-104,Critical,92.61,1
2872,238.28,28.05,49.84,Overload,Transformer,T-104,Critical,91.21,1
2873,268.06,29.65,50.44,Overload,Transformer,T-104,Critical,90.35,1
2874,250.79,35.74,50.05,Overload,Transformer,T-104,Critical,92.38,1
2875,232.67,27.97,49.77,Overload,Transformer,T-104,Critical,95.99,1
2876,245.42,37.69,50.18,Overload,Transformer,T-104,Critical,90.73,1
2877,257.18,36.81,50.38,Overload,Transformer,T-104,Critical,89.28,1
2878,246.98,26.7,49.54,Overload,Transformer,T-104,Critical,92.79,1
2879,272.74,27.63,50.24,Overload,Transformer,T-104,Critical,93.02,1
2880,248.78,22.82,50.21,Overload,Transformer,T-104,Critical,94.84,1
2881,264.29,20.36,49.72,Overload,Transformer,T-104,Critical,88.56,1
2882,258.52,35.13,49.61,Overload,Transformer,T-104,Critical,94.71,1
2883,257.78,33.8,50.47,Overload,Transformer,T-104,Critical,88.67,1
2884,275.06,22.52,49.89,Overload,Transformer,T-104,Critical,94.81,1
2885,275.31,30.13,50.09,Overload,Transformer,T-104,Critical,93.67,1
2886,271.64,22.43,50.31,Overload,Transformer,T-104,Critical,91.85,1
2887,252.53,28.48,50.01,Overload,Transformer,T-104,Critical,95.56,1
2888,257.41,39.06,49.68,Overload,Transformer,T-104,Critical,93.79,1
2889,270.61,33.58,50.11,Overload,Transformer,T-104,Critical,92.52,1
2890,273.05,36.43,49.62,Overload,Transformer,T-104,Critical,94.79,1
2891,250.7,25.07,50.37,Overload,Transformer,T-104,Critical,91.46,1
2892,270.42,25.27,49.5,Overload,Transformer,T-104,Critical,91.96,1
2893,235.01,35.09,49.78,Overload,Transformer,T-104,Critical,91.55,1
2894,234.35,25.73,50.28,Overload,Transformer,T-104,Critical,89.21,1
2895,262.36,38.35,50.18,Overload,Transformer,T-104,Critical,94.49,1
2896,235.45,25.01,50.39,Overload,Transformer,T-104,Critical,93.72,1
2897,261.98,33.28,49.91,Overload,Transformer,T-104,Critical,88.36,1
2898,269.22,33.57,49.97,Overload,Transformer,T-104,Critical,95.2,1
2899,246.81,25.89,50.37,Overload,Transformer,T-104,Critical,94.38,1
2900,255.75,22.61,49.72,Overload,Transformer,T-104,Critical,93.25,1
2901,249.25,36.73,50.45,Overload,Transformer,T-104,Critical,94.45,1
2902,248.88,35.77,49.85,Overload,Transformer,T-104,Critical,89.34,1
2903,231.67,27.71,50.4,Overload,Transformer,T-104,Critical,89.91,1
2904,240.33,39.4,49.53,Overload,Transformer,T-104,Critical,94.29,1
2905,246.07,20.75,50.42,Overload,Transformer,T-104,Critical,89.12,1
2906,257.59,25.48,49.57,Overload,Transformer,T-104,Critical,88.4,1
2907,235.78,21.43,50.26,Overload,Transformer,T-104,Critical,91.88,1
2908,247.14,28.37,50.43,Overload,Transformer,T-104,Critical,95.29,1
2909,265.78,37.69,49.82,Overload,Transformer,T-104,Critical,91.05,1
2910,260.69,32.47,49.98,Overload,Transformer,T-104,Critical,91.21,1
2911,279.31,36.42,49.93,Overload,Transformer,T-104,Critical,93.82,1
2912,243.48,22.0,49.85,Overload,Transformer,T-104,Critical,91.22,1
2913,230.83,36.3,49.86,Overload,Transformer,T-104,Critical,92.64,1
2914,233.7,23.5,50.39,Overload,Transformer,T-104,Critical,92.87,1
2915,277.51,39.98,49.87,Overload,Transformer,T-104,Critical,90.39,1
2916,272.92,39.97,50.13,Overload,Transformer,T-104,Critical,94.36,1
2917,269.09,27.11,50.07,Overload,Transformer,T-104,Critical,94.66,1
2918,264.41,20.42,49.84,Overload,Transformer,T-104,Critical,89.16,1
2919,241.65,38.11,49.54,Overload,Transformer,T-104,Critical,89.76,1
2920,245.48,32.34,50.03,Overload,Transformer,T-104,Critical,89.75,1
2921,238.21,24.74,50.0,Overload,Transformer,T-104,Critical,90.17,1
2922,277.38,29.28,49.56,Overload,Transformer,T-104,Critical,93.83,1
2923,246.44,33.07,49.78,Overload,Transformer,T-104,Critical,92.57,1
2924,268.61,38.56,49.76,Overload,Transformer,T-104,Critical,90.68,1
2925,253.21,38.54,50.4,Overload,Transformer,T-104,Critical,88.72,1
2926,236.6,29.91,49.61,Overload,Transformer,T-104,Critical,90.76,1
2927,237.42,32.72,50.45,Overload,Transformer,T-104,Critical,95.97,1
2928,248.76,31.98,50.36,Overload,Transformer,T-104,Critical,88.94,1
2929,264.48,28.18,49.71,Overload,Transformer,T-104,Critical,91.22,1
2930,233.8,33.91,49.75,Overload,Transformer,T-104,Critical,90.49,1
2931,236.05,37.29,49.99,Overload,Transformer,T-104,Critical,92.58,1
2932,258.47,28.21,49.69,Overload,Transformer,T-104,Critical,93.96,1
2933,236.35,22.08,50.21,Overload,Transformer,T-104,Critical,89.67,1
2934,245.34,29.5,49.95,Overload,Transformer,T-104,Critical,93.67,1
2935,261.17,32.89,50.21,Overload,Transformer,T-104,Critical,90.34,1
2936,246.12,28.76,49.81,Overload,Transformer,T-104,Critical,95.88,1
2937,270.7,23.29,49.51,Overload,Transformer,T-104,Critical,88.34,1
2938,242.2,22.29,50.03,Overload,Transformer,T-104,Critical,94.86,1
2939,266.84,24.31,49.9,Overload,Transformer,T-104,Critical,92.06,1
2940,270.51,36.78,50.41,Overload,Transformer,T-104,Critical,92.07,1
2941,264.71,22.24,50.07,Overload,Transformer,T-104,Critical,89.99,1
2942,251.59,32.68,49.76,Overload,Transformer,T-104,Critical,88.42,1
2943,230.51,20.44,49.51,Overload,Transformer,T-104,Critical,88.88,1
2944,241.97,24.42,50.49,Overload,Transformer,T-104,Critical,90.45,1
2945,236.37,30.91,50.36,Overload,Transformer,T-104,Critical,93.42,1
2946,244.8,31.23,50.21,Overload,Transformer,T-104,Critical,93.82,1
2947,263.33,37.42,50.37,Overload,Transformer,T-104,Critical,92.63,1
2948,251.49,32.83,50.32,Overload,Transformer,T-104,Critical,88.05,1
2949,279.6,23.66,49.97,Overload,Transformer,T-104,Critical,94.98,1
2950,241.25,29.54,49.63,Overload,Transformer,T-104,Critical,91.16,1
2951,238.86,27.27,49.87,Overload,Transformer,T-104,Critical,95.95,1
2952,279.74,22.3,50.23,Overload,Transformer,T-104,Critical,88.41,1
2953,231.51,22.11,50.47,Overload,Transformer,T-104,Critical,95.53,1
2954,239.7,23.23,49.74,Overload,Transformer,T-104,Critical,92.12,1
2955,258.49,24.43,50.26,Overload,Transformer,T-104,Critical,90.48,1
2956,276.11,33.13,49.94,Overload,Transformer,T-104,Critical,94.32,1
2957,270.9,25.81,49.84,Overload,Transformer,T-104,Critical,95.49,1
2958,238.24,20.84,49.95,Overload,Transformer,T-104,Critical,94.41,1
2959,268.58,38.39,50.03,Overload,Transformer,T-104,Critical,88.8,1
2960,259.43,35.57,49.59,Overload,Transformer,T-104,Critical,89.38,1
2961,230.61,31.87,50.39,Overload,Transformer,T-104,Critical,93.37,1
2962,279.1,21.26,50.4,Overload,Transformer,T-104,Critical,94.51,1
2963,245.71,39.47,49.79,Overload,Transformer,T-104,Critical,95.11,1
2964,274.04,35.15,50.06,Overload,Transformer,T-104,Critical,88.96,1
2965,256.6,27.14,50.29,Overload,Transformer,T-104,Critical,94.07,1
2966,275.53,20.3,50.31,Overload,Transformer,T-104,Critical,95.51,1
2967,269.47,22.6,49.58,Overload,Transformer,T-104,Critical,88.17,1
2968,261.44,32.59,50.49,Overload,Transformer,T-104,Critical,91.18,1
2969,246.6,32.49,50.33,Overload,Transformer,T-104,Critical,95.49,1
2970,270.16,28.53,50.13,Overload,Transformer,T-104,Critical,94.85,1
2971,254.53,24.33,49.67,Overload,Transformer,T-104,Critical,88.0,1
2972,265.91,22.22,49.74,Overload,Transformer,T-104,Critical,90.38,1
2973,258.02,27.96,50.17,Overload,Transformer,T-104,Critical,88.45,1
2974,236.2,29.98,49.84,Overload,Transformer,T-104,Critical,90.37,1
2975,233.35,37.91,50.19,Overload,Transformer,T-104,Critical,88.97,1
2976,233.25,39.5,50.18,Overload,Transformer,T-104,Critical,91.34,1
2977,265.09,35.13,50.28,Overload,Transformer,T-104,Critical,91.82,1
2978,251.49,20.22,50.43,Overload,Transformer,T-104,Critical,92.83,1
2979,240.16,38.39,50.41,Overload,Transformer,T-104,Critical,95.91,1
2980,273.7,39.96,49.74,Overload,Transformer,T-104,Critical,94.74,1
2981,271.15,24.62,49.6,Overload,Transformer,T-104,Critical,95.84,1
2982,244.8,37.42,49.5,Overload,Transformer,T-104,Critical,88.17,1
2983,253.29,24.77,50.19,Overload,Transformer,T-104,Critical,92.52,1
2984,233.87,23.25,49.89,Overload,Transformer,T-104,Critical,89.48,1
2985,269.61,28.32,49.59,Overload,Transformer,T-104,Critical,91.87,1
2986,234.54,22.58,49.74,Overload,Transformer,T-104,Critical,94.88,1
2987,276.23,36.53,49.83,Overload,Transformer,T-104,Critical,90.18,1
2988,257.46,34.44,50.49,Overload,Transformer,T-104,Critical,89.05,1
2989,232.46,33.89,50.33,Overload,Transformer,T-104,Critical,94.77,1
2990,263.92,39.08,50.01,Overload,Transformer,T-104,Critical,95.31,1
2991,278.39,36.94,49.81,Overload,Transformer,T-104,Critical,89.57,1
2992,257.41,29.06,50.38,Overload,Transformer,T-104,Critical,88.8,1
2993,242.89,35.04,49.59,Overload,Transformer,T-104,Critical,90.57,1
2994,249.36,32.45,49.66,Overload,Transformer,T-104,Critical,94.88,1
2995,252.38,38.34,49.97,Overload,Transformer,T-104,Critical,90.2,1
2996,237.09,20.07,50.03,Overload,Transformer,T-104,Critical,88.86,1
2997,249.59,31.79,49.78,Overload,Transformer,T-104,Critical,89.4,1
2998,268.74,38.94,49.6,Overload,Transformer,T-104,Critical,89.24,1
2999,278.0,20.76,50.48,Overload,Transformer,T-104,Critical,88.04,1
3000,273.68,26.15,50.44,Overload,Transformer,T-104,Critical,90.54,1
3001,262.72,21.6,49.74,Overload,Transformer,T-104,Critical,94.19,1
3002,256.43,38.56,49.93,Overload,Transformer,T-104,Critical,94.96,1
3003,252.45,39.58,50.46,Overload,Transformer,T-104,Critical,90.63,1
3004,274.3,36.95,49.71,Overload,Transformer,T-104,Critical,92.99,1
3005,233.63,36.73,49.67,Overload,Transformer,T-104,Critical,88.57,1
3006,250.01,31.54,50.35,Overload,Transformer,T-104,Critical,95.79,1
3007,251.97,21.21,50.25,Overload,Transformer,T-104,Critical,92.52,1
3008,252.39,26.19,50.0,Overload,Transformer,T-104,Critical,90.71,1
3009,267.85,30.88,50.38,Overload,Transformer,T-104,Critical,92.35,1
3010,241.91,37.02,50.06,Overload,Transformer,T-104,Critical,89.65,1
3011,261.18,27.15,50.34,Overload,Transformer,T-104,Critical,91.63,1
3012,266.32,21.91,49.9,Overload,Transformer,T-104,Critical,95.87,1
3013,270.42,23.2,49.78,Overload,Transformer,T-104,Critical,90.64,1
3014,262.52,35.14,50.25,Overload,Transformer,T-104,Critical,92.08,1
3015,270.54,28.74,49.62,Overload,Transformer,T-104,Critical,92.52,1
3016,277.62,35.86,50.08,Overload,Transformer,T-104,Critical,93.17,1
3017,276.53,28.57,49.83,Overload,Transformer,T-104,Critical,95.82,1
3018,273.17,26.46,49.96,Overload,Transformer,T-104,Critical,91.32,1
3019,237.45,39.16,49.9,Overload,Transformer,T-104,Critical,95.0,1
3020,239.47,30.96,49.52,Overload,Transformer,T-104,Critical,94.11,1
3021,259.05,32.51,49.55,Overload,Transformer,T-104,Critical,89.69,1
3022,233.72,25.78,50.13,Overload,Transformer,T-104,Critical,92.53,1
3023,260.61,30.99,49.77,Overload,Transformer,T-104,Critical,89.96,1
3024,236.85,36.98,50.12,Overload,Transformer,T-104,Critical,89.49,1
3025,238.86,37.46,50.24,Overload,Transformer,T-104,Critical,93.28,1
3026,250.34,25.24,50.48,Overload,Transformer,T-104,Critical,94.38,1
3027,245.09,36.95,50.26,Overload,Transformer,T-104,Critical,90.38,1
3028,251.33,23.72,49.61,Overload,Transformer,T-104,Critical,93.78,1
3029,243.38,36.4,50.5,Overload,Transformer,T-104,Critical,88.61,1
3030,253.65,36.04,50.29,Overload,Transformer,T-104,Critical,94.08,1
3031,247.45,29.08,50.09,Overload,Transformer,T-104,Critical,95.79,1
3032,246.38,38.46,49.77,Overload,Transformer,T-104,Critical,95.91,1
3033,263.51,29.27,50.11,Overload,Transformer,T-104,Critical,90.18,1
3034,243.71,22.27,49.61,Overload,Transformer,T-104,Critical,90.78,1
3035,268.14,32.16,49.6,Overload,Transformer,T-104,Critical,94.82,1
3036,260.07,39.22,50.17,Overload,Transformer,T-104,Critical,89.4,1
3037,253.69,32.97,49.53,Overload,Transformer,T-104,Critical,88.12,1
3038,236.47,25.03,49.93,Overload,Transformer,T-104,Critical,91.9,1
3039,236.9,33.47,50.1,Overload,Transformer,T-104,Critical,90.36,1
3040,230.68,21.55,49.89,Overload,Transformer,T-104,Critical,89.23,1
3041,248.84,32.56,50.05,Overload,Transformer,T-104,Critical,89.85,1
3042,247.19,32.28,50.36,Overload,Transformer,T-104,Critical,94.03,1
3043,257.67,27.25,49.87,Overload,Transformer,T-104,Critical,95.04,1
3044,231.96,39.76,50.16,Overload,Transformer,T-104,Critical,93.45,1
3045,231.9,32.11,49.98,Overload,Transformer,T-104,Critical,88.85,1
3046,243.9,37.81,50.05,Overload,Transformer,T-104,Critical,91.31,1
3047,233.63,34.28,50.2,Overload,Transformer,T-104,Critical,92.91,1
3048,255.51,28.68,50.09,Overload,Transformer,T-104,Critical,89.87,1
3049,277.06,31.78,49.81,Overload,Transformer,T-104,Critical,91.6,1
3050,270.28,23.23,49.79,Overload,Transformer,T-104,Critical,93.44,1
3051,245.77,35.85,49.63,Overload,Transformer,T-104,Critical,94.1,1
3052,233.42,20.25,50.4,Overload,Transformer,T-104,Critical,92.65,1
3053,247.59,24.65,50.12,Overload,Transformer,T-104,Critical,92.07,1
3054,279.58,39.66,50.14,Overload,Transformer,T-104,Critical,91.54,1
3055,254.56,33.65,49.6,Overload,Transformer,T-104,Critical,90.63,1
3056,233.76,21.47,49.7,Overload,Transformer,T-104,Critical,91.88,1
3057,269.24,29.71,49.84,Overload,Transformer,T-104,Critical,88.66,1
3058,257.51,25.43,50.11,Overload,Transformer,T-104,Critical,95.82,1
3059,235.57,24.24,49.97,Overload,Transformer,T-104,Critical,95.75,1
3060,268.59,37.96,49.83,Overload,Transformer,T-104,Critical,95.94,1
3061,235.14,21.06,50.36,Overload,Transformer,T-104,Critical,95.42,1
3062,234.53,22.27,49.53,Overload,Transformer,T-104,Critical,88.84,1
3063,240.47,39.4,50.17,Overload,Transformer,T-104,Critical,94.23,1
3064,268.81,30.7,50.3,Overload,Transformer,T-104,Critical,92.77,1
3065,245.73,31.22,50.03,Overload,Transformer,T-104,Critical,94.59,1
3066,279.09,28.22,50.26,Overload,Transformer,T-104,Critical,88.8,1
3067,268.84,27.43,49.54,Overload,Transformer,T-104,Critical,90.91,1
3068,260.53,22.39,50.42,Overload,Transformer,T-104,Critical,88.62,1
3069,276.5,34.14,49.83,Overload,Transformer,T-104,Critical,91.13,1
3070,267.04,32.03,50.17,Overload,Transformer,T-104,Critical,91.11,1
3071,254.39,39.8,49.71,Overload,Transformer,T-104,Critical,91.34,1
3072,244.59,35.3,50.26,Overload,Transformer,T-104,Critical,90.34,1
3073,234.07,20.23,49.93,Overload,Transformer,T-104,Critical,91.28,1
3074,279.42,29.4,49.76,Overload,Transformer,T-104,Critical,95.13,1
3075,254.55,31.98,49.6,Overload,Transformer,T-104,Critical,91.06,1
3076,277.21,31.79,49.84,Overload,Transformer,T-104,Critical,93.01,1
3077,275.52,25.48,50.01,Overload,Transformer,T-104,Critical,95.67,1
3078,238.62,34.39,50.11,Overload,Transformer,T-104,Critical,93.44,1
3079,247.56,26.28,50.18,Overload,Transformer,T-104,Critical,89.72,1
3080,250.98,23.76,49.51,Overload,Transformer,T-104,Critical,95.76,1
3081,251.59,39.39,49.64,Overload,Transformer,T-104,Critical,92.7,1
3082,240.05,35.8,50.28,Overload,Transformer,T-104,Critical,88.9,1
3083,275.6,23.89,50.11,Overload,Transformer,T-104,Critical,95.89,1
3084,274.12,39.13,49.84,Overload,Transformer,T-104,Critical,88.84,1
3085,239.42,30.01,50.29,Overload,Transformer,T-104,Critical,89.2,1
3086,262.99,26.47,49.84,Overload,Transformer,T-104,Critical,93.3,1
3087,253.35,36.24,49.66,Overload,Transformer,T-104,Critical,94.32,1
3088,233.21,23.88,50.16,Overload,Transformer,T-104,Critical,94.84,1
3089,242.63,26.54,50.04,Overload,Transformer,T-104,Critical,89.69,1
3090,270.56,35.47,49.65,Overload,Transformer,T-104,Critical,91.71,1
3091,268.74,26.75,50.13,Overload,Transformer,T-104,Critical,88.4,1
3092,260.43,23.05,50.33,Overload,Transformer,T-104,Critical,90.84,1
3093,244.08,36.82,49.55,Overload,Transformer,T-104,Critical,91.17,1
3094,248.5,25.7,50.41,Overload,Transformer,T-104,Critical,94.01,1
3095,233.2,34.29,50.03,Overload,Transformer,T-104,Critical,95.21,1
3096,245.65,31.48,50.0,Overload,Transformer,T-104,Critical,91.92,1
3097,252.81,24.11,50.26,Overload,Transformer,T-104,Critical,91.61,1
3098,277.93,25.22,50.18,Overload,Transformer,T-104,Critical,95.53,1
3099,263.17,37.43,50.33,Overload,Transformer,T-104,Critical,90.88,1
3100,260.01,23.13,50.04,Overload,Transformer,T-104,Critical,89.84,1
3101,267.19,30.56,49.91,Overload,Transformer,T-104,Critical,90.15,1
3102,279.93,21.43,49.54,Overload,Transformer,T-104,Critical,89.74,1
3103,278.55,39.58,50.15,Overload,Transformer,T-104,Critical,95.04,1
